customer_id,total_value_sum,total_value_mean,total_value_median,price_mean,price_median,quantity_mean,quantity_sum,recency_days_mean,recency_days_min,age_median,tenure_months_max,tenure_months_median,vader_compound_mean,vader_compound_median,vader_compound_max,vader_compound_min,vader_pos_mean,vader_neg_mean,vader_neu_mean,region,segment,gender,category,sentiment_clean,vader_label,sentiment,churn,sent_frac_Negative,sent_frac_Neutral,sent_frac_Positive
CUST00022,301850,37731.25,18000.0,16781.25,12000.0,2.375,19,156.0,156,25.0,41,41.0,0.11638749999999998,0.06575,0.8016,-0.4585,0.329125,0.214125,0.45675,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.25,0.75
CUST00023,605300,86471.42857142857,60000.0,22442.85714285714,15000.0,3.5714285714285716,25,98.0,98,61.0,6,6.0,-0.07495714285714286,-0.3089,0.4404,-0.4585,0.12885714285714284,0.24499999999999997,0.6261428571428571,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857
CUST00026,523700,104740.0,48000.0,21440.0,12000.0,4.2,21,310.0,310,51.0,5,5.0,0.56498,0.8016,0.8016,0.0,0.5656000000000001,0.0,0.4344,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.0,0.8
CUST00027,236200,47240.0,8000.0,16820.0,3000.0,2.4,12,346.0,346,64.0,25,25.0,0.63724,0.6808,0.6808,0.5719,0.5764,0.0,0.4236,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00028,468000,93600.0,40000.0,21000.0,12000.0,3.6,18,119.0,119,63.0,50,50.0,0.057719999999999994,0.0,0.8016,-0.4767,0.2404,0.1532,0.6064,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.6,0.2,0.2
CUST00029,499300,99860.0,12000.0,23820.0,12000.0,3.0,15,313.0,313,42.0,38,38.0,-0.02458,-0.3089,0.6808,-0.4767,0.1896,0.248,0.5624,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00030,357000,71400.0,75000.0,20400.0,25000.0,3.2,16,41.0,41,62.0,20,20.0,0.42669999999999997,0.4404,0.6808,0.0,0.4034,0.0,0.5965999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00031,139150,34787.5,32000.0,10262.5,8000.0,3.5,14,50.0,50,41.0,25,25.0,0.331325,0.5606,0.6808,-0.4767,0.369,0.09575,0.53525,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00032,400,400.0,400.0,100.0,100.0,4.0,4,130.0,130,31.0,10,10.0,0.4404,0.4404,0.4404,0.4404,0.42,0.0,0.58,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,1.0,0.0
CUST00033,60500,30250.0,30250.0,7550.0,7550.0,4.5,9,43.0,43,59.0,47,47.0,0.05559999999999998,0.05559999999999998,0.4201,-0.3089,0.241,0.2145,0.5445,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.5,0.5
CUST00034,412000,68666.66666666667,45000.0,30333.333333333332,20000.0,2.5,15,223.0,223,51.0,42,42.0,0.14378333333333335,0.2202,0.4404,-0.4585,0.21,0.07133333333333333,0.7186666666666666,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.5,0.16666666666666666
CUST00035,614300,102383.33333333333,42000.0,23183.333333333332,12000.0,3.6666666666666665,22,292.0,292,57.0,9,9.0,0.1710333333333333,0.4201,0.6808,-0.4767,0.31866666666666665,0.13516666666666666,0.5461666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666
CUST00038,278000,55600.0,40000.0,25200.0,15000.0,2.4,12,326.0,326,23.0,30,30.0,-0.01088,0.0,0.4404,-0.4767,0.16799999999999998,0.16219999999999998,0.6698,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.4,0.4,0.2
CUST00040,151400,30280.0,36000.0,19440.0,12000.0,2.2,11,34.0,34,54.0,33,33.0,0.08082,0.0,0.4404,-0.4767,0.16799999999999998,0.0766,0.7554000000000001,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.6,0.4,0.0
CUST00042,316100,79025.0,18000.0,22512.5,10000.0,2.5,10,43.0,43,35.0,11,11.0,0.13845,0.2202,0.5719,-0.4585,0.26725,0.107,0.62575,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00043,336000,67200.0,40000.0,20400.0,12000.0,3.2,16,326.0,326,38.0,45,45.0,0.12979999999999997,0.4404,0.5719,-0.4767,0.3436,0.16219999999999998,0.49420000000000003,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00044,99000,49500.0,49500.0,18500.0,18500.0,2.5,5,328.0,328,53.0,49,49.0,0.28595,0.28595,0.5719,0.0,0.3245,0.0,0.6755,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.0,0.5
CUST00047,226850,22685.0,15000.0,13635.0,5500.0,2.5,25,16.0,16,60.0,19,19.0,0.05194999999999998,-0.15445,0.8016,-0.4585,0.215,0.2143,0.5707,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.1,0.5,0.4
CUST00049,362250,72450.0,50000.0,21410.0,25000.0,3.2,16,8.0,8,47.0,47,47.0,0.01861999999999999,0.0,0.4404,-0.4585,0.18039999999999998,0.1714,0.6481999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00050,173000,57666.666666666664,36000.0,13333.333333333334,12000.0,4.0,12,314.0,314,23.0,57,57.0,0.3374333333333333,0.4404,0.5719,0.0,0.35633333333333334,0.0,0.6436666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00051,159400,31880.0,36000.0,7820.0,12000.0,4.2,21,30.0,30,64.0,34,34.0,0.24647999999999998,0.4201,0.6808,-0.3089,0.286,0.0858,0.6282,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00052,254000,84666.66666666667,50000.0,27333.333333333332,25000.0,2.6666666666666665,8,284.0,284,54.0,53,53.0,0.12793333333333332,0.4201,0.4404,-0.4767,0.30066666666666664,0.12766666666666668,0.5716666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00053,255400,51080.0,24000.0,13020.0,12000.0,3.4,17,209.0,209,52.0,16,16.0,0.07182,-0.3089,0.8016,-0.4767,0.3128,0.248,0.4391999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00054,404300,80860.0,24000.0,18620.0,8000.0,3.2,16,76.0,76,45.0,6,6.0,0.46264000000000005,0.4404,0.5719,0.4201,0.4782,0.0,0.5218,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.6,0.4
CUST00055,136000,45333.333333333336,24000.0,15000.0,12000.0,2.6666666666666665,8,91.0,91,32.0,14,14.0,0.29893333333333333,0.5719,0.8016,-0.4767,0.47700000000000004,0.12766666666666668,0.3953333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00057,321000,80250.0,75000.0,26750.0,25000.0,3.0,12,177.0,177,41.0,4,4.0,-0.03340000000000001,-0.22925,0.8016,-0.4767,0.1955,0.20274999999999999,0.60175,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.0,0.5
CUST00058,18200,4550.0,3050.0,3787.5,1550.0,1.5,6,307.0,307,61.0,15,15.0,0.305975,0.4404,0.8016,-0.4585,0.40549999999999997,0.107,0.48749999999999993,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.5,0.5
CUST00059,211400,35233.333333333336,25500.0,21683.333333333332,7500.0,2.6666666666666665,16,257.0,257,40.0,36,36.0,0.1593,0.43025,0.5719,-0.4585,0.32849999999999996,0.14266666666666666,0.5288333333333334,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00060,149250,37312.5,37000.0,13012.5,13500.0,3.5,14,295.0,295,61.0,52,52.0,0.433675,0.621,0.8016,-0.3089,0.496,0.10725,0.39674999999999994,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.5,0.5
CUST00062,215250,71750.0,90000.0,23350.0,25000.0,4.0,12,298.0,298,25.0,29,29.0,0.6046333333333332,0.5719,0.8016,0.4404,0.617,0.0,0.383,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00063,117000,39000.0,24000.0,20000.0,12000.0,1.6666666666666667,5,356.0,356,25.0,26,26.0,0.5137666666666666,0.4404,0.6808,0.4201,0.4766666666666666,0.0,0.5233333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00064,422300,60328.57142857143,16000.0,19157.14285714286,8000.0,2.5714285714285716,18,220.0,220,42.0,9,9.0,0.17194285714285712,0.4404,0.8016,-0.4767,0.37614285714285717,0.17057142857142857,0.4532857142857143,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2857142857142857,0.14285714285714285,0.5714285714285714
CUST00066,74150,24716.666666666668,24000.0,11016.666666666666,8000.0,2.6666666666666665,8,141.0,141,44.0,48,48.0,0.30426666666666663,0.4201,0.8016,-0.3089,0.42133333333333334,0.143,0.43566666666666665,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00067,281000,56200.0,45000.0,24800.0,15000.0,2.4,12,363.0,363,44.0,2,2.0,0.38095999999999997,0.4201,0.8016,-0.3089,0.479,0.0858,0.43520000000000003,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.2,0.8
CUST00068,57000,19000.0,15000.0,14000.0,15000.0,1.3333333333333333,4,29.0,29,19.0,38,38.0,0.5608,0.4404,0.8016,0.4404,0.5406666666666666,0.0,0.4593333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.6666666666666666,0.3333333333333333
CUST00070,42200,14066.666666666666,6000.0,5033.333333333333,3000.0,2.3333333333333335,7,143.0,143,48.0,22,22.0,0.17176666666666662,0.4201,0.5719,-0.4767,0.377,0.12766666666666668,0.49533333333333335,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00071,81300,20325.0,16500.0,7525.0,7500.0,2.5,10,330.0,330,39.0,39,39.0,0.19799999999999998,0.21005,0.6808,-0.3089,0.2525,0.10725,0.64025,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00074,289250,72312.5,32000.0,15262.5,8000.0,4.5,18,222.0,222,25.0,53,53.0,-0.01867500000000001,-0.019200000000000023,0.4404,-0.4767,0.22549999999999998,0.20274999999999999,0.57175,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00076,135000,33750.0,24000.0,15250.0,12000.0,2.0,8,193.0,193,51.0,34,34.0,0.07882499999999998,0.05559999999999998,0.6808,-0.4767,0.2525,0.203,0.5445,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00078,105300,35100.0,15000.0,20033.333333333332,15000.0,2.0,6,172.0,172,42.0,58,58.0,0.4336333333333333,0.4404,0.4404,0.4201,0.4406666666666667,0.0,0.5593333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.6666666666666666,0.3333333333333333
CUST00079,50000,50000.0,50000.0,25000.0,25000.0,2.0,2,240.0,240,46.0,28,28.0,0.4404,0.4404,0.4404,0.4404,0.42,0.0,0.58,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,1.0,0.0
CUST00081,349600,69920.0,24000.0,16440.0,12000.0,3.4,17,219.0,219,22.0,50,50.0,0.24691999999999997,0.4404,0.6808,-0.4585,0.3194,0.0856,0.595,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00082,198200,39640.0,36000.0,11010.0,12000.0,3.8,19,197.0,197,56.0,20,20.0,0.34014,0.4201,0.4404,0.0,0.3732,0.0,0.6268,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00083,34050,11350.0,9000.0,9350.0,3000.0,1.6666666666666667,5,342.0,342,46.0,44,44.0,-0.109,-0.3089,0.4404,-0.4585,0.13999999999999999,0.2856666666666667,0.5743333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.6666666666666666,0.3333333333333333
CUST00084,108150,18025.0,9000.0,7183.333333333333,3000.0,2.3333333333333335,14,196.0,196,35.0,41,41.0,-0.12523333333333334,-0.3089,0.8016,-0.4767,0.13033333333333333,0.2781666666666667,0.5914999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00085,105200,21040.0,15000.0,9030.0,15000.0,2.0,10,220.0,220,62.0,12,12.0,0.5207200000000001,0.6808,0.8016,0.0,0.4516,0.0,0.5484,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00088,96200,24050.0,25500.0,10525.0,13500.0,2.25,9,314.0,314,40.0,9,9.0,0.5005,0.4404,0.6808,0.4404,0.447,0.0,0.5529999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.75,0.25
CUST00089,60000,60000.0,60000.0,12000.0,12000.0,5.0,5,241.0,241,33.0,49,49.0,0.4201,0.4201,0.4201,0.4201,0.482,0.0,0.518,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00090,404550,57792.857142857145,24000.0,15450.0,8000.0,3.7142857142857144,26,148.0,148,57.0,50,50.0,0.5292142857142857,0.6808,0.8016,0.0,0.4668571428571428,0.0,0.5331428571428571,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143
CUST00091,246200,61550.0,18000.0,21262.5,7500.0,3.25,13,261.0,261,51.0,35,35.0,-0.311025,-0.38370000000000004,0.0,-0.4767,0.0,0.31,0.69,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.25,0.25
CUST00092,299000,99666.66666666667,50000.0,27333.333333333332,25000.0,3.0,9,302.0,302,40.0,58,58.0,0.4941333333333333,0.6808,0.8016,0.0,0.4366666666666667,0.0,0.5633333333333334,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00093,60000,60000.0,60000.0,12000.0,12000.0,5.0,5,326.0,326,36.0,35,35.0,0.4404,0.4404,0.4404,0.4404,0.42,0.0,0.58,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,1.0,0.0
CUST00094,90000,45000.0,45000.0,9000.0,9000.0,5.0,10,165.0,165,33.0,21,21.0,0.62635,0.62635,0.6808,0.5719,0.5885,0.0,0.4115,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00095,123300,41100.0,48000.0,9033.333333333334,12000.0,4.0,12,111.0,111,59.0,10,10.0,0.3737333333333333,0.4404,0.6808,0.0,0.316,0.0,0.684,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00097,475000,67857.14285714286,24000.0,20714.285714285714,12000.0,2.5714285714285716,18,357.0,357,35.0,41,41.0,0.18277142857142856,0.4404,0.6808,-0.4767,0.30357142857142855,0.1772857142857143,0.5191428571428571,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855
CUST00098,170250,42562.5,55000.0,12262.5,12000.0,4.25,17,224.0,224,25.0,1,1.0,0.3009,0.43025,0.8016,-0.4585,0.421,0.107,0.472,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.25,0.75
CUST00100,321000,64200.0,70000.0,33600.0,25000.0,2.4,12,155.0,155,40.0,31,31.0,0.15884,0.4404,0.6808,-0.4585,0.27359999999999995,0.1714,0.5549999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.6,0.4
CUST00101,412000,82400.0,60000.0,35200.0,12000.0,3.0,15,62.0,62,18.0,5,5.0,0.40359999999999996,0.5719,0.8016,-0.4767,0.4758,0.0766,0.4476,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.2,0.6
CUST00102,204000,68000.0,12000.0,23000.0,12000.0,2.0,6,150.0,150,38.0,55,55.0,0.5978666666666667,0.5719,0.8016,0.4201,0.6376666666666667,0.0,0.36233333333333334,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00103,152050,30410.0,25000.0,12010.0,12000.0,2.4,12,260.0,260,19.0,30,30.0,0.55474,0.5719,0.6808,0.4201,0.5338,0.0,0.4662,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00105,174450,34890.0,24000.0,13830.0,12000.0,3.0,15,14.0,14,41.0,10,10.0,0.21292,0.4201,0.6808,-0.4767,0.286,0.0766,0.6374,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.4,0.2,0.4
CUST00106,267200,33400.0,18000.0,11650.0,7500.0,2.375,19,137.0,137,27.0,30,30.0,0.24688749999999998,0.0,0.8016,-0.3089,0.2615,0.053625,0.684875,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.5,0.125,0.375
CUST00107,150250,21464.285714285714,16000.0,7864.285714285715,8000.0,3.0,21,118.0,118,59.0,58,58.0,0.3217428571428571,0.5719,0.8016,-0.4767,0.46885714285714286,0.11585714285714285,0.4152857142857143,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143
CUST00108,112000,22400.0,16000.0,10600.0,12000.0,2.0,10,201.0,201,39.0,10,10.0,-0.23022,-0.3089,0.4201,-0.4767,0.0964,0.32480000000000003,0.5788,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.4,0.4,0.2
CUST00109,250000,83333.33333333333,90000.0,27333.333333333332,25000.0,3.6666666666666665,11,32.0,32,39.0,47,47.0,0.22089999999999999,0.4404,0.6808,-0.4585,0.316,0.14266666666666666,0.5413333333333333,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.3333333333333333,0.6666666666666666
CUST00110,260150,43358.333333333336,24500.0,17008.333333333332,12000.0,2.6666666666666665,16,91.0,91,40.0,57,57.0,0.11311666666666666,0.06575,0.8016,-0.4767,0.28833333333333333,0.20666666666666667,0.505,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.16666666666666666,0.3333333333333333,0.5
CUST00111,574000,114800.0,45000.0,29000.0,15000.0,3.4,17,23.0,23,28.0,12,12.0,-0.0654,0.0,0.4404,-0.4585,0.08399999999999999,0.1714,0.7445999999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.4,0.4,0.2
CUST00114,234000,58500.0,61000.0,22500.0,18500.0,2.75,11,292.0,292,18.0,29,29.0,0.325225,0.43025,0.4404,0.0,0.3305,0.0,0.6695,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.5,0.25
CUST00115,476000,95200.0,50000.0,24600.0,12000.0,2.8,14,49.0,49,53.0,53,53.0,0.42989999999999995,0.5719,0.8016,-0.4767,0.5216000000000001,0.0766,0.4018,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.0,0.8
CUST00116,57650,14412.5,6250.0,4537.5,1550.0,3.75,15,306.0,306,27.0,31,31.0,0.5109,0.621,0.8016,0.0,0.496,0.0,0.504,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00119,111000,55500.0,55500.0,13500.0,13500.0,4.0,8,234.0,234,27.0,3,3.0,0.50615,0.50615,0.5719,0.4404,0.5345,0.0,0.46549999999999997,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.5,0.5
CUST00120,36400,12133.333333333334,12000.0,8033.333333333333,12000.0,2.3333333333333335,7,170.0,170,44.0,12,12.0,0.5344,0.8016,0.8016,0.0,0.5213333333333333,0.0,0.47866666666666663,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00121,165300,33060.0,9000.0,11220.0,3000.0,2.8,14,212.0,212,21.0,11,11.0,-0.00040000000000002257,-0.4585,0.8016,-0.4585,0.2862,0.25680000000000003,0.45699999999999996,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.0,0.0,1.0
CUST00122,108500,27125.0,24000.0,7525.0,7500.0,3.5,14,259.0,259,44.0,18,18.0,-0.02375000000000002,-0.019200000000000023,0.4201,-0.4767,0.241,0.20274999999999999,0.55625,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.0,0.75
CUST00125,249300,49860.0,24000.0,14220.0,8000.0,3.8,19,125.0,125,50.0,1,1.0,0.1815,0.4404,0.6808,-0.4767,0.3194,0.16240000000000002,0.5182,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.2,0.4,0.4
CUST00130,69050,23016.666666666668,24000.0,17683.333333333332,8000.0,1.6666666666666667,5,187.0,187,63.0,24,24.0,0.11436666666666666,0.0,0.8016,-0.4585,0.26066666666666666,0.14266666666666666,0.5966666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00131,131300,32825.0,3125.0,7025.0,1525.0,3.25,13,264.0,264,24.0,47,47.0,0.195875,0.2202,0.8016,-0.4585,0.3005,0.107,0.5925,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.25,0.5
CUST00132,148000,49333.333333333336,70000.0,32666.666666666668,25000.0,1.6666666666666667,5,247.0,247,46.0,56,56.0,0.414,0.4404,0.8016,0.0,0.40066666666666667,0.0,0.5993333333333334,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00133,228100,57025.0,44000.0,22525.0,10000.0,3.0,12,44.0,44,21.0,1,1.0,0.271225,0.4404,0.6808,-0.4767,0.34199999999999997,0.09575,0.5622499999999999,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.25,0.5,0.25
CUST00134,153700,30740.0,45000.0,7830.0,12000.0,4.2,21,17.0,17,47.0,15,15.0,0.28922,0.4404,0.8016,-0.4767,0.346,0.0766,0.5774,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.4,0.2,0.4
CUST00135,338100,56350.0,25500.0,25675.0,13500.0,2.0,12,350.0,350,61.0,25,25.0,0.33116666666666666,0.43025,0.8016,-0.4767,0.41100000000000003,0.06383333333333334,0.5251666666666667,East,Corporate,Male,Electronics,Positive,Positive,Positive,0.0,0.3333333333333333,0.16666666666666666,0.5
