customer_id,orders,tenure_days,recency_days,monetary_sum,monetary_median,monetary_max,avg_quantity,max_quantity,avg_price,dow_1_rate,dow_2_rate,dow_3_rate,dow_4_rate,dow_5_rate,dow_6_rate,unique_categories,unique_products,top_category_share,sent_pos,sent_neg,sent_neu,neg_rate,recent_neg_flag,feedback_count,feedback_rate,age_latest,high_ticket_rate,churn,aov,orders_per_30d,monetary_per_30d,gender_Male,region_North,region_South,region_West,top_category_Furniture,top_category_Office Supplies,last_sentiment_Neutral,last_sentiment_Positive
CUST00015,2,86,619,490000.0,245000.0,280000.0,3.5,4.0,70000.0,0.5,0.0,0.5,0.0,0.0,0.0,1,1,1.0,1,1,0,0.5,0,2,1.0,46,1.0,0,245000.0,0.6976744186046512,170930.23255813954,0,0,0,1,0,0,0,1
CUST00016,2,100,412,45100.0,22550.0,45000.0,2.0,3.0,7550.0,0.0,0.0,0.0,0.0,0.5,0.0,2,2,0.5,1,1,0,0.5,0,2,1.0,29,0.0,0,22550.0,0.6,13530.0,0,0,0,0,0,0,0,0
CUST00017,5,949,483,150400.0,30000.0,60000.0,3.4,5.0,9420.0,0.0,0.4,0.0,0.0,0.0,0.2,3,5,0.4,3,2,0,0.4,0,5,1.0,63,0.0,1,30080.0,0.15806111696522657,4754.478398314015,1,0,0,1,0,0,0,1
CUST00018,7,932,391,441150.0,36000.0,225000.0,3.4285714285714284,5.0,15721.42857142857,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,3,5,0.5714285714285714,5,1,1,0.14285714285714285,0,7,1.0,57,0.14285714285714285,0,63021.42857142857,0.22532188841201717,14200.10729613734,0,1,0,0,1,0,0,1
CUST00019,5,666,549,647300.0,48000.0,350000.0,4.0,5.0,27020.0,0.4,0.2,0.2,0.2,0.0,0.0,3,5,0.6,4,1,0,0.2,0,5,1.0,37,0.4,0,129460.0,0.22522522522522523,29157.65765765766,1,0,1,0,0,0,0,1
CUST00020,5,1318,25,99500.0,15000.0,45000.0,2.8,5.0,9620.0,0.2,0.4,0.0,0.0,0.0,0.0,2,3,0.8,3,2,0,0.4,0,5,1.0,36,0.0,0,19900.0,0.11380880121396056,2264.7951441578152,0,0,0,1,0,0,0,1
CUST00021,6,960,55,255700.0,300.0,180000.0,2.8333333333333335,5.0,10050.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,2,4,0.6666666666666666,4,2,0,0.3333333333333333,0,6,1.0,56,0.0,0,42616.666666666664,0.1875,7990.625,0,0,0,1,0,1,0,1
CUST00022,8,934,36,301850.0,18000.0,210000.0,2.375,4.0,16781.25,0.125,0.5,0.25,0.0,0.125,0.0,3,6,0.375,4,4,0,0.5,0,8,1.0,25,0.125,1,37731.25,0.2569593147751606,9695.396145610279,0,0,1,0,0,0,0,1
CUST00023,7,889,469,605300.0,60000.0,350000.0,3.5714285714285716,5.0,22442.85714285714,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,2,5,0.7142857142857143,2,4,1,0.5714285714285714,0,7,1.0,61,0.14285714285714285,0,86471.42857142857,0.23622047244094488,20426.321709786276,0,0,0,0,0,0,0,0
CUST00025,3,803,499,550000.0,210000.0,280000.0,3.6666666666666665,4.0,51666.666666666664,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2,1.0,2,1,0,0.3333333333333333,0,3,1.0,23,0.6666666666666666,1,183333.33333333334,0.11207970112079702,20547.945205479453,1,0,0,1,0,0,0,1
CUST00026,5,887,408,523700.0,48000.0,350000.0,4.2,5.0,21440.0,0.2,0.0,0.0,0.2,0.2,0.4,3,4,0.4,4,0,1,0.0,0,5,1.0,51,0.2,0,104740.0,0.16910935738444194,17712.51409244645,0,0,0,0,0,0,0,1
CUST00027,5,726,47,236200.0,8000.0,210000.0,2.4,5.0,16820.0,0.2,0.2,0.2,0.2,0.0,0.0,3,4,0.6,5,0,0,0.0,0,5,1.0,64,0.2,0,47240.0,0.2066115702479339,9760.330578512398,0,0,1,0,0,0,0,1
CUST00028,5,1206,77,468000.0,40000.0,350000.0,3.6,5.0,21000.0,0.0,0.0,0.0,0.2,0.0,0.4,2,5,0.6,2,2,1,0.4,1,5,1.0,63,0.2,0,93600.0,0.12437810945273631,11641.791044776119,1,0,1,0,0,0,0,0
CUST00029,5,648,616,499300.0,12000.0,350000.0,3.0,5.0,23820.0,0.2,0.2,0.0,0.0,0.2,0.4,3,4,0.4,2,3,0,0.6,0,5,1.0,42,0.2,1,99860.0,0.23148148148148145,23115.74074074074,0,1,0,0,0,0,0,1
CUST00030,5,1116,186,357000.0,75000.0,125000.0,3.2,5.0,20400.0,0.2,0.4,0.0,0.2,0.0,0.2,2,3,0.8,4,0,1,0.0,0,5,1.0,62,0.0,1,71400.0,0.13440860215053763,9596.774193548386,1,0,0,1,0,0,0,1
CUST00031,4,1205,3,139150.0,32000.0,75000.0,3.5,5.0,10262.5,0.0,0.25,0.25,0.25,0.0,0.25,3,3,0.5,3,1,0,0.25,1,4,1.0,41,0.0,1,34787.5,0.09958506224066391,3464.3153526970955,1,0,1,0,1,0,0,1
CUST00032,1,0,611,400.0,400.0,400.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,1,0,0,0.0,0,1,1.0,31,0.0,0,400.0,30.0,12000.0,0,0,0,0,0,1,0,1
CUST00033,2,705,583,60500.0,30250.0,60000.0,4.5,5.0,7550.0,0.0,0.0,0.0,0.5,0.0,0.5,2,2,0.5,1,1,0,0.5,0,2,1.0,59,0.0,0,30250.0,0.0851063829787234,2574.468085106383,0,0,1,0,0,0,0,0
CUST00034,6,1149,302,412000.0,45000.0,140000.0,2.5,5.0,30333.333333333332,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,5,1.0,3,1,2,0.16666666666666666,0,6,1.0,51,0.0,0,68666.66666666667,0.1566579634464752,10757.180156657963,1,0,1,0,0,0,1,0
CUST00035,6,603,282,614300.0,42000.0,350000.0,3.6666666666666665,5.0,23183.333333333332,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,3,5,0.5,4,2,0,0.3333333333333333,0,6,1.0,57,0.16666666666666666,0,102383.33333333333,0.29850746268656714,30562.189054726365,1,1,0,0,0,0,0,1
CUST00036,2,909,343,100000.0,50000.0,70000.0,1.5,2.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.5,1,2,1.0,2,0,0,0.0,0,2,1.0,43,0.0,1,50000.0,0.066006600660066,3300.3300330033003,1,0,0,1,0,0,0,1
CUST00037,5,506,839,655050.0,125000.0,350000.0,3.6,5.0,34610.0,0.2,0.0,0.0,0.2,0.2,0.2,3,4,0.6,1,1,3,0.2,0,5,1.0,54,0.2,0,131010.0,0.2964426877470356,38836.95652173913,0,1,0,0,0,0,0,0
CUST00038,5,957,395,278000.0,40000.0,140000.0,2.4,5.0,25200.0,0.0,0.0,0.2,0.2,0.4,0.0,2,4,0.6,2,2,1,0.4,0,5,1.0,23,0.0,0,55600.0,0.15673981191222572,8714.73354231975,1,0,0,1,0,0,1,0
CUST00040,5,960,20,151400.0,36000.0,70000.0,2.2,3.0,19440.0,0.0,0.2,0.2,0.0,0.0,0.4,2,4,0.6,2,1,2,0.2,0,5,1.0,54,0.0,0,30280.0,0.15625,4731.25,0,0,0,0,0,0,1,0
CUST00041,2,329,610,32000.0,16000.0,24000.0,2.0,3.0,8000.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,0,2,0,1.0,0,2,1.0,44,0.0,1,16000.0,0.182370820668693,2917.933130699088,1,0,0,0,1,0,0,0
CUST00042,4,709,255,316100.0,18000.0,280000.0,2.5,4.0,22512.5,0.25,0.25,0.25,0.0,0.25,0.0,3,4,0.5,2,1,1,0.25,0,4,1.0,35,0.25,0,79025.0,0.16925246826516221,13375.176304654444,0,0,0,0,1,0,0,0
CUST00043,5,1058,100,336000.0,40000.0,135000.0,3.2,5.0,20400.0,0.0,0.0,0.6,0.2,0.0,0.0,2,4,0.6,3,2,0,0.4,0,5,1.0,38,0.0,0,67200.0,0.14177693761814744,9527.410207939509,1,0,1,0,1,0,0,1
CUST00044,2,139,467,99000.0,49500.0,75000.0,2.5,3.0,18500.0,0.5,0.5,0.0,0.0,0.0,0.0,2,2,0.5,1,0,1,0.0,0,2,1.0,53,0.0,0,49500.0,0.4316546762589928,21366.90647482014,1,1,0,0,0,0,1,0
CUST00045,8,1137,223,898000.0,75000.0,350000.0,3.625,5.0,27625.0,0.0,0.125,0.0,0.125,0.125,0.125,1,5,1.0,5,3,0,0.375,0,8,1.0,35,0.25,0,112250.0,0.21108179419525067,23693.931398416888,1,0,0,1,0,0,0,0
CUST00046,1,0,214,350000.0,350000.0,350000.0,5.0,5.0,70000.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1.0,1,0,0,0.0,0,1,1.0,34,1.0,0,350000.0,30.0,10500000.0,1,0,0,1,0,0,0,1
CUST00047,10,1389,30,226850.0,15000.0,70000.0,2.5,5.0,13635.0,0.1,0.2,0.0,0.2,0.3,0.1,3,7,0.5,4,5,1,0.5,1,10,1.0,60,0.0,0,22685.0,0.21598272138228944,4899.5680345572355,1,1,0,0,0,0,0,0
CUST00048,5,1069,250,794000.0,135000.0,350000.0,4.0,5.0,36800.0,0.4,0.0,0.2,0.2,0.0,0.2,2,4,0.8,2,1,2,0.2,0,5,1.0,45,0.4,0,158800.0,0.1403180542563143,22282.507015902713,0,0,1,0,0,0,0,1
CUST00049,5,803,54,362250.0,50000.0,225000.0,3.2,5.0,21410.0,0.2,0.0,0.4,0.0,0.0,0.2,2,4,0.8,2,2,1,0.4,0,5,1.0,47,0.2,0,72450.0,0.18679950186799502,13533.62391033624,1,0,1,0,0,0,0,1
CUST00050,3,441,93,173000.0,36000.0,125000.0,4.0,5.0,13333.333333333334,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,2,3,0.6666666666666666,2,0,1,0.0,0,3,1.0,23,0.0,0,57666.666666666664,0.20408163265306123,11768.707482993197,1,0,0,1,0,0,1,0
CUST00051,5,957,339,159400.0,36000.0,60000.0,4.2,5.0,7820.0,0.0,0.0,0.4,0.0,0.2,0.2,3,4,0.6,3,1,1,0.2,0,5,1.0,64,0.0,0,31880.0,0.15673981191222572,4996.865203761756,1,0,1,0,0,0,0,0
CUST00052,3,408,492,254000.0,50000.0,180000.0,2.6666666666666665,4.0,27333.333333333332,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1,3,1.0,2,1,0,0.3333333333333333,0,3,1.0,54,0.0,0,84666.66666666667,0.22058823529411764,18676.470588235294,0,0,0,1,0,0,0,1
CUST00053,5,1332,122,255400.0,24000.0,125000.0,3.4,5.0,13020.0,0.4,0.0,0.4,0.0,0.2,0.0,3,4,0.6,2,3,0,0.6,0,5,1.0,52,0.0,0,51080.0,0.11261261261261261,5752.252252252252,0,0,0,1,0,0,0,0
CUST00054,5,1139,25,404300.0,24000.0,350000.0,3.2,5.0,18620.0,0.4,0.2,0.2,0.2,0.0,0.0,3,4,0.4,5,0,0,0.0,0,5,1.0,45,0.2,0,80860.0,0.13169446883230904,10648.81474978051,0,0,0,1,0,0,0,1
CUST00055,3,964,6,136000.0,24000.0,100000.0,2.6666666666666665,4.0,15000.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,2,3,0.6666666666666666,2,1,0,0.3333333333333333,1,3,1.0,32,0.0,0,45333.333333333336,0.09336099585062241,4232.365145228216,0,0,1,0,0,0,0,0
CUST00056,2,73,589,60000.0,30000.0,36000.0,2.5,3.0,12000.0,0.0,0.5,0.0,0.0,0.5,0.0,2,2,0.5,0,1,1,0.5,0,2,1.0,32,0.0,1,30000.0,0.8219178082191781,24657.534246575346,0,0,0,1,0,0,1,0
CUST00057,4,1219,0,321000.0,75000.0,135000.0,3.0,4.0,26750.0,0.0,0.0,0.0,0.0,0.75,0.25,2,3,0.75,1,2,1,0.5,0,4,1.0,41,0.0,0,80250.0,0.09844134536505332,7899.917965545529,0,0,0,0,0,0,1,0
CUST00058,4,1028,292,18200.0,3050.0,12000.0,1.5,2.0,3787.5,0.25,0.5,0.0,0.0,0.25,0.0,3,4,0.5,3,1,0,0.25,0,4,1.0,61,0.0,0,4550.0,0.11673151750972763,531.1284046692607,0,1,0,0,0,1,0,1
CUST00059,6,1240,58,211400.0,25500.0,90000.0,2.6666666666666665,5.0,21683.333333333332,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,2,5,0.6666666666666666,4,2,0,0.3333333333333333,0,6,1.0,40,0.0,0,35233.333333333336,0.14516129032258063,5114.516129032258,1,0,1,0,0,0,0,1
CUST00060,4,372,163,149250.0,37000.0,75000.0,3.5,5.0,13012.5,0.0,0.25,0.5,0.25,0.0,0.0,2,4,0.75,3,1,0,0.25,0,4,1.0,61,0.0,0,37312.5,0.3225806451612903,12036.290322580644,1,1,0,0,0,0,0,1
CUST00061,2,83,554,160000.0,80000.0,100000.0,4.0,4.0,20000.0,0.0,0.0,0.0,0.0,0.5,0.5,1,2,1.0,0,2,0,1.0,0,2,1.0,32,0.0,0,80000.0,0.7228915662650602,57831.32530120482,0,0,0,1,0,0,0,0
CUST00062,3,710,468,215250.0,90000.0,125000.0,4.0,5.0,23350.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2,3,0.6666666666666666,3,0,0,0.0,0,3,1.0,25,0.0,0,71750.0,0.1267605633802817,9095.070422535211,0,1,0,0,0,0,0,1
CUST00063,3,1040,44,117000.0,24000.0,90000.0,1.6666666666666667,2.0,20000.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2,3,0.6666666666666666,3,0,0,0.0,0,3,1.0,25,0.0,0,39000.0,0.08653846153846155,3375.0000000000005,1,0,1,0,0,0,0,1
CUST00064,7,1218,139,422300.0,16000.0,135000.0,2.5714285714285716,5.0,19157.14285714286,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,3,5,0.5714285714285714,4,3,0,0.42857142857142855,0,7,1.0,42,0.0,0,60328.57142857143,0.17241379310344826,10401.477832512315,0,0,0,0,0,0,0,0
CUST00065,4,535,905,577000.0,130500.0,280000.0,3.75,5.0,34750.0,0.25,0.25,0.0,0.25,0.25,0.0,2,4,0.75,2,0,2,0.0,0,4,1.0,54,0.5,0,144250.0,0.22429906542056077,32355.14018691589,1,0,0,1,0,0,0,1
CUST00066,3,261,1037,74150.0,24000.0,50000.0,2.6666666666666665,3.0,11016.666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,3,3,0.3333333333333333,2,1,0,0.3333333333333333,0,3,1.0,44,0.0,0,24716.666666666668,0.3448275862068966,8522.988505747127,0,0,0,0,0,0,0,1
CUST00067,5,1043,387,281000.0,45000.0,140000.0,2.4,4.0,24800.0,0.2,0.0,0.0,0.4,0.2,0.2,2,3,0.6,4,1,0,0.2,0,5,1.0,44,0.0,0,56200.0,0.14381591562799617,8082.454458293385,1,0,0,1,0,0,0,1
CUST00068,3,1091,12,57000.0,15000.0,30000.0,1.3333333333333333,2.0,14000.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,2,2,0.6666666666666666,3,0,0,0.0,0,3,1.0,19,0.0,0,19000.0,0.08249312557286893,1567.3693858845097,1,0,1,0,0,0,0,1
CUST00069,2,714,144,237000.0,118500.0,225000.0,3.0,5.0,28500.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0.5,0,1,1,0.5,0,2,1.0,39,0.5,0,118500.0,0.08403361344537814,9957.98319327731,1,0,0,1,0,0,1,0
CUST00070,3,530,560,42200.0,6000.0,36000.0,2.3333333333333335,3.0,5033.333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,3,3,0.3333333333333333,2,1,0,0.3333333333333333,0,3,1.0,48,0.0,1,14066.666666666666,0.16981132075471697,2388.6792452830186,1,1,0,0,0,0,0,0
CUST00071,4,1345,115,81300.0,16500.0,48000.0,2.5,4.0,7525.0,0.0,0.25,0.25,0.0,0.0,0.0,3,4,0.5,2,1,1,0.25,0,4,1.0,39,0.0,0,20325.0,0.08921933085501858,1813.3828996282527,0,1,0,0,0,0,0,1
CUST00072,4,1040,134,688000.0,165000.0,350000.0,3.0,5.0,43250.0,0.25,0.25,0.0,0.25,0.25,0.0,2,3,0.75,3,0,1,0.0,0,4,1.0,34,0.5,0,172000.0,0.11538461538461539,19846.153846153848,1,0,0,1,0,0,1,0
CUST00073,2,1128,226,87000.0,43500.0,75000.0,3.0,5.0,13500.0,0.0,0.0,0.5,0.5,0.0,0.0,1,2,1.0,0,1,1,0.5,0,2,1.0,31,0.0,0,43500.0,0.05319148936170213,2313.8297872340427,1,0,0,0,0,0,1,0
CUST00074,4,501,519,289250.0,32000.0,225000.0,4.5,5.0,15262.5,0.25,0.0,0.0,0.5,0.25,0.0,3,3,0.5,2,2,0,0.5,0,4,1.0,25,0.25,1,72312.5,0.23952095808383234,17320.359281437126,0,1,0,0,1,0,0,0
CUST00075,4,1196,49,215650.0,45200.0,125000.0,4.0,5.0,17537.5,0.25,0.0,0.0,0.0,0.0,0.5,2,4,0.5,0,4,0,1.0,1,4,1.0,37,0.0,0,53912.5,0.10033444816053512,5409.280936454849,1,1,0,0,0,0,0,0
CUST00076,4,788,68,135000.0,24000.0,75000.0,2.0,3.0,15250.0,0.25,0.25,0.0,0.25,0.25,0.0,2,3,0.5,2,2,0,0.5,1,4,1.0,51,0.0,0,33750.0,0.15228426395939088,5139.593908629442,0,0,0,1,0,0,0,0
CUST00077,3,1061,10,240400.0,60000.0,180000.0,4.333333333333333,5.0,19033.333333333332,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,3,3,0.3333333333333333,0,0,3,0.0,0,3,1.0,61,0.0,1,80133.33333333333,0.08482563619227144,6797.3609802073515,1,0,0,0,0,0,1,0
CUST00078,3,36,782,105300.0,15000.0,90000.0,2.0,3.0,20033.333333333332,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2,3,0.6666666666666666,3,0,0,0.0,0,3,1.0,42,0.0,1,35100.0,2.5,87750.0,0,0,0,0,0,0,0,1
CUST00079,1,0,137,50000.0,50000.0,50000.0,2.0,2.0,25000.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1.0,1,0,0,0.0,0,1,1.0,46,0.0,0,50000.0,30.0,1500000.0,1,0,0,1,0,0,0,1
CUST00080,2,153,1225,366000.0,183000.0,350000.0,3.5,5.0,39000.0,0.0,0.0,0.0,0.0,0.0,0.5,2,2,0.5,2,0,0,0.0,0,2,1.0,30,0.5,0,183000.0,0.3921568627450981,71764.70588235295,1,0,0,1,0,0,0,1
CUST00081,5,715,420,349600.0,24000.0,225000.0,3.4,5.0,16440.0,0.0,0.4,0.2,0.0,0.2,0.2,3,4,0.4,3,1,1,0.2,0,5,1.0,22,0.2,0,69920.0,0.2097902097902098,14668.53146853147,0,0,0,0,0,0,0,0
CUST00082,5,1020,390,198200.0,36000.0,75000.0,3.8,5.0,11010.0,0.2,0.2,0.4,0.0,0.0,0.2,2,5,0.8,4,0,1,0.0,0,5,1.0,56,0.0,0,39640.0,0.14705882352941177,5829.411764705882,0,0,0,1,0,0,0,1
CUST00083,3,1107,59,34050.0,9000.0,25000.0,1.6666666666666667,3.0,9350.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,2,3,0.6666666666666666,1,2,0,0.6666666666666666,1,3,1.0,46,0.0,0,11350.0,0.08130081300813008,922.7642276422764,1,1,0,0,0,0,0,0
CUST00084,6,754,49,108150.0,9000.0,75000.0,2.3333333333333335,5.0,7183.333333333333,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,2,4,0.6666666666666666,1,4,1,0.6666666666666666,1,6,1.0,35,0.0,0,18025.0,0.2387267904509284,4303.050397877984,1,0,0,1,0,0,0,0
CUST00085,5,847,236,105200.0,15000.0,60000.0,2.0,4.0,9030.0,0.6,0.0,0.0,0.0,0.4,0.0,2,3,0.6,4,0,1,0.0,0,5,1.0,62,0.0,0,21040.0,0.1770956316410862,3726.092089728453,1,0,0,1,0,0,1,0
CUST00086,2,100,548,16000.0,8000.0,8000.0,1.0,1.0,8000.0,0.0,0.5,0.0,0.5,0.0,0.0,1,1,1.0,1,0,1,0.0,0,2,1.0,56,0.0,0,8000.0,0.6,4800.0,0,0,0,0,1,0,0,1
CUST00087,2,1017,309,312000.0,156000.0,280000.0,4.0,4.0,39000.0,0.0,0.0,0.5,0.0,0.5,0.0,2,2,0.5,1,1,0,0.5,0,2,1.0,29,0.5,0,156000.0,0.058997050147492625,9203.53982300885,0,0,1,0,0,0,0,1
CUST00088,4,275,181,96200.0,25500.0,45000.0,2.25,3.0,10525.0,0.0,0.25,0.0,0.0,0.25,0.0,2,3,0.75,4,0,0,0.0,0,4,1.0,40,0.0,0,24050.0,0.4363636363636364,10494.545454545456,1,0,0,0,0,0,0,1
CUST00089,1,0,1189,60000.0,60000.0,60000.0,5.0,5.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1,0,0,0.0,0,1,1.0,33,0.0,0,60000.0,30.0,1800000.0,1,0,0,0,0,0,0,1
CUST00090,7,1148,188,404550.0,24000.0,280000.0,3.7142857142857144,5.0,15450.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,3,7,0.5714285714285714,6,0,1,0.0,0,7,1.0,57,0.14285714285714285,0,57792.857142857145,0.18292682926829268,10571.864111498258,0,0,1,0,0,0,0,1
CUST00091,4,876,100,246200.0,18000.0,210000.0,3.25,4.0,21262.5,0.0,0.0,0.75,0.25,0.0,0.0,2,4,0.75,0,3,1,0.75,0,4,1.0,51,0.25,0,61550.0,0.136986301369863,8431.506849315068,1,0,0,1,0,0,0,0
CUST00092,3,395,1042,299000.0,50000.0,225000.0,3.0,5.0,27333.333333333332,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1,3,1.0,2,0,1,0.0,0,3,1.0,40,0.3333333333333333,0,99666.66666666667,0.2278481012658228,22708.860759493673,1,0,0,0,0,0,0,1
CUST00093,1,0,1316,60000.0,60000.0,60000.0,5.0,5.0,12000.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,1,0,0,0.0,0,1,1.0,36,0.0,0,60000.0,30.0,1800000.0,1,1,0,0,1,0,0,1
CUST00094,2,1048,122,90000.0,45000.0,75000.0,5.0,5.0,9000.0,0.0,0.0,0.5,0.0,0.5,0.0,1,2,1.0,2,0,0,0.0,0,2,1.0,33,0.0,0,45000.0,0.05725190839694657,2576.3358778625957,0,1,0,0,0,0,0,1
CUST00095,3,1083,351,123300.0,48000.0,75000.0,4.0,5.0,9033.333333333334,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,3,3,0.3333333333333333,2,0,1,0.0,0,3,1.0,59,0.0,1,41100.0,0.08310249307479224,3415.5124653739613,0,0,0,1,0,0,0,1
